STORE_NAME,longitude,latitude,ADDRESS,ADDRESS2,CITY,STATE,ZIP5,zip4,County,
"Dollar Tree 4552",-117.24722,33.166695,"1611 S Melrose Dr","Ste G","Vista","CA","92081","5407","SAN DIEGO" 
"Dollar Tree 4566",-119.6565,37.331554,"40015 Highway 49","Ste 301","Oakhurst","CA","93644","8804","MADERA" 
"Dollar Tree 4616",-116.75464,32.834599,"2754 Alpine Blvd","Ste F","Alpine","CA","91901","2231","SAN DIEGO" 
"Dollar Tree 4644",-118.35099,33.816502,"23126 Hawthorne Blvd","","Torrance","CA","90505","3705","LOS ANGELES" 
"Dollar Tree 4668",-118.39819,34.164848,"12144 Magnolia Blvd","","Valley Village","CA","91607","2620","LOS ANGELES" 
"Dollar Tree 4671",-118.1769,33.785942,"1480 Alamitos Ave","","Long Beach","CA","90813","2213","LOS ANGELES" 
"Safeway 2940",-122.31667,37.922878,"11450 San Pablo Ave","","El Cerrito","CA","94530","1917","CONTRA COSTA" 
"Ortiz Bakery",-117.33997,34.013973,"421 Iowa Ave","","Riverside","CA","92507","1312","RIVERSIDE" 
"Vons 4627",-117.23917,32.800179,"1680 Garnet Ave","","San Diego","CA","92109","3116","SAN DIEGO" 
"Arrow Liquor Mart",-117.79351,34.101753,"700 Arrow Hwy","","La Verne","CA","91750","5116","LOS ANGELES" 
"Magnolia Liquor",-117.97496,33.773121,"13045 Magnolia St","","Garden Grove","CA","92844","1312","ORANGE" 
"Sprouts Farmers Market 258",-117.91807,33.634918,"225 E 17th St","","Costa Mesa","CA","92627","3831","ORANGE" 
"India Sweets & Spices",-118.16474,34.674973,"1832 W Avenue K","Ste I","lancaster","CA","93534","","LOS ANGELES" 
"Sprouts Farmers Market 260",-118.11661,33.83551,"4253 Woodruff Ave","","Lakewood","CA","90713","3142","LOS ANGELES" 
"Amigos Market",-119.76327,36.757713,"3706 E Olive Ave","","Fresno","CA","93702","1237","FRESNO" 
"Ashwani and Co Inc",-121.63359,39.132027,"570 N Palora Ave","","Yuba City","CA","95991","3671","SUTTER" 
"Reed Avenue Foodmart, Inc.",-121.55535,38.591084,"705 Harbor Pointe Pl","Ste C","West Sacramento","CA","95605","1657","YOLO" 
"Ukiah Grocery Outlet 069",-123.2109,39.16629,"1203 N State St","","Ukiah","CA","95482","3417","MENDOCINO" 
"Dollar Tree 4481",-121.49381,38.569359,"1235 S St","","Sacramento","CA","95811","7111","SACRAMENTO" 
"Target Store T-2759",-120.68739,35.252853,"11990 Los Osos Valley Rd","","San Luis Obispo","CA","93405","6861","SAN LUIS OBISPO" 
"Target Store T-2760",-119.17874,34.242821,"2850 N Oxnard Blvd","","Oxnard","CA","93036","5443","VENTURA" 
"La Morenita Market",-118.21062,33.964897,"7928 State St","","Huntington Park","CA","90255","6801","LOS ANGELES" 
"7-Eleven 27768B",-122.01416,37.39151,"708 N Fair Oaks Ave","","Sunnyvale","CA","94085","3260","SANTA CLARA" 
"Pch Beer and Wine Market",-118.19598,33.789833,"340 W Pacific Coast Hwy","","Long Beach","CA","90806","6117","LOS ANGELES" 
"Alliance Food and Gas",-122.29995,40.451679,"2071 North St","","Anderson","CA","96007","3456","SHASTA" 
"7-eleven Store 34758a",-117.28497,34.164688,"3993 N Sierra Way","Ste 101","San Bernardino","CA","92405","2363","SAN BERNARDINO" 
"Stockdale Foodmart Inc",-119.06068,35.354145,"5321 Stockdale Hwy","","Bakersfield","CA","93309","2643","KERN" 
"Vista AMPM 83275",-117.24497,33.21703,"1244 N Santa Fe Ave","","Vista","CA","92083","3231","SAN DIEGO" 
"WinCo Foods 107",-118.15112,33.860146,"3400 E South St","","Lakewood","CA","90712","","LOS ANGELES" 
"7-Eleven 19976",-121.21729,37.8181,"1399 N Main St","","Manteca","CA","95336","3212","SAN JOAQUIN" 
"Travelcenters Of America 026",-117.55833,34.063663,"I-10 & Milliken Ave Exit","","Ontario","CA","91761","7807","SAN BERNARDINO" 
"Travelcenters Of America 040",-122.12202,39.906788,"South Avenue, Exit 15 - Hwy 5","","Corning","CA","96021","","TEHAMA" 
"Travelcenters Of America 041",-116.17287,33.714928,"I-10 At Dillion Road Exit","","Coachella","CA","92236","","RIVERSIDE" 
"Travelcenters Of America 057",-122.33488,40.505535,"19483 Knighton Rd","","Redding","CA","96002","4576","SHASTA" 
"Travelcenters Of America 160",-119.3976,35.398872,"I-5 & Hwy 58","","Buttonwillow","CA","93206","0004","KERN" 
"Travelcenters Of America 162",-117.55833,34.063652,"10 S Milliken Ave","","Ontario","CA","91761","7810","SAN BERNARDINO" 
"Travelcenters Of America 163",-121.0158,37.106567,"I-5 & S Hwy 33","","Santa Nella","CA","95322","","MERCED" 
"Travelcenters Of America 170",-120.73692,37.389313,"Sr-99, Exit 203 Northbound Winton Pkwy N","","Livingston","CA","95334","","MERCED" 
"Petro Stopping Centers 309",-122.19358,39.906445,"2151 South Ave","","Corning","CA","96021","9311","TEHAMA" 
"Petro Stopping Centers 346",-121.01173,37.056782,"State Hwy 152 & State Hwy 33","","Santa Nella","CA","95322","","MERCED" 
"Lakeside Am/pm",-121.4772,38.409393,"9590 Harbour Point Dr","","Elk Grove","CA","95758","3744","SACRAMENTO" 
"Whisky Well & Pantry",-117.97575,33.980801,"3180 Colima Rd","Ste C","Hacienda Heights","CA","91745","6315","LOS ANGELES" 
"Walgreens 13858",-122.26904,37.877995,"1607 Shattuck Ave","","Berkeley","CA","94709","1611","ALAMEDA" 
"Grove Market Inc",-121.91814,36.62056,"242 Forest Ave","","Pacific Grove","CA","93950","3319","MONTEREY" 
"Dong Hing LLC",-122.40837,37.796871,"1210 Stockton St","","San Francisco","CA","94133","4311","SAN FRANCISCO" 
"Shell P02 02",-121.65359,36.717869,"1764 N Main St","","Salinas","CA","93906","5103","MONTEREY" 
"Shell P39 39",-121.96503,36.973351,"1649 41st Ave","","Capitola","CA","95010","2916","SANTA CRUZ" 
"Shell P12 12",-121.65298,36.684059,"417 N Main St","","Salinas","CA","93901","2819","MONTEREY" 
"Shell P42 42",-121.32172,36.417725,"1305 S Front St.","","Soledad","CA","93960","","MONTEREY" 
"Seafood In The Sea",-119.73707,36.765259,"4785 E McKinley Ave","Ste 103","Fresno","CA","93703","3540","FRESNO" 
"Los Junior's Market 1",-117.2372,33.782368,"510  W 4th St","Ste B","Perris","CA","92570","2068","RIVERSIDE" 
"COUNTRY STORE",-118.93198,35.36536,"401 Fairfax Rd","","Bakersfield","CA","93306","6815","KERN" 
"7-Eleven 26187C",-117.96278,33.68618,"19001 Bushard St","","Huntington Beach","CA","92646","2431","ORANGE" 
"Ventura County Market",-119.06087,34.35294,"116 S Mill St","","Santa Paula","CA","93060","2801","VENTURA" 
"Shell Circle K",-123.34794,39.392826,"1579 S Main St","","Willits","CA","95490","4311","MENDOCINO" 
"7-eleven Store 34537a",-118.43134,34.179348,"13702 Oxnard St","","Van Nuys","CA","91401","3905","LOS ANGELES" 
"Stop-N-Buy 2",-121.83324,37.359715,"175 S Capitol Ave","Ste A & B","San Jose","CA","95127","","SANTA CLARA" 
"VS Mini Mart",-117.72439,34.018887,"3686 Riverside Dr","Ste J","Chino","CA","91710","2979","SAN BERNARDINO" 
"Tennessee Discount Cigarrets",-122.25282,38.109932,"601 Tennessee St","","Vallejo","CA","94590","4432","SOLANO" 
"La Chiquita Market",-118.28316,33.735992,"285 W 9th St","","San Pedro","CA","90731","3711","LOS ANGELES" 
"7-Eleven 39273B",-118.06946,33.917259,"12361 Imperial Hwy","","Norwalk","CA","90650","8305","LOS ANGELES" 
"Ideal Market",-122.27915,37.813019,"2036 Market St","","Oakland","CA","94607","3336","ALAMEDA" 
"Bakery/Panaderia La Mejor",-121.87022,37.351727,"1239 E Julian St","","San Jose","CA","95116","1007","SANTA CLARA" 
"Georges Liquor",-118.10822,34.07687,"1758 New Ave","","San Gabriel","CA","91776","3734","LOS ANGELES" 
"Arthur's Liquor",-117.90759,33.699223,"3535 S Fairview St","","Santa Ana","CA","92704","7007","ORANGE" 
"7-Eleven 34761A",-118.26373,33.791168,"111 W Pacific Coast Hwy","","Wilmington","CA","90744","","LOS ANGELES" 
"Western Eagle Foundation",-117.16016,33.52821,"40940 County Center Dr","","Temecula","CA","92591","6011","RIVERSIDE" 
"Country Liquor",-118.46532,34.415668,"18922 Soledad Canyon Rd","","Canyon Country","CA","91351","3381","LOS ANGELES" 
"Prime Liquor Mart",-118.07415,33.972511,"11036 E Washington Blvd","","Whittier","CA","90606","","LOS ANGELES" 
"Pie Ranch",-122.31205,37.130257,"2080 Cabrillo Hwy","","Pescadero","CA","94060","9721","SAN MATEO" 
"Panchito's Market",-118.19137,34.018818,"3926 E Olympic Blvd","","Los Angeles","CA","90023","3228","LOS ANGELES" 
"Arco AM PM 82365",-119.79046,36.829792,"6375 N Blackstone Ave","","Fresno","CA","93710","5013","FRESNO" 
"Mi Ranchito Produce",-122.02386,37.38755,"259 E Maude Ave","","Sunnyvale","CA","94085","4309","SANTA CLARA" 
"Desi Bazaar Groceries",-121.25929,38.664158,"8121 Madison Ave","Ste F6","Fair Oaks","CA","95628","3701","SACRAMENTO" 
"Dollar Tree 4734",-117.55324,34.069878,"4468 Ontario Mills Pkwy","","Ontario","CA","91764","5107","SAN BERNARDINO" 
"7-Eleven 39305A",-117.20896,34.135799,"3588 Highland Ave","","Highland","CA","92346","2217","SAN BERNARDINO" 
"Indian Groceries",-121.50551,38.670769,"2010 Club Center Dr","Ste 170","Sacramento","CA","95835","1433","SACRAMENTO" 
"One Stop Corner Market",-118.03961,34.062744,"10756 Garvey Ave","","El Monte","CA","91733","2257","LOS ANGELES" 
"Lassens Natural Foods & Vitamins FR",-119.7774,36.872738,"9439 N Fort Washington Rd","","Fresno","CA","93730","0660","FRESNO" 
"Rinconcito Oaxaqueno Market",-118.29462,34.047218,"2596 W Pico Blvd","","Los Angeles","CA","90006","4090","LOS ANGELES" 
"USA Gas",-114.60535,33.604214,"400 S Lovekin Blvd","","Blythe","CA","92225","2712","RIVERSIDE" 
"R&G Grocery",-118.15458,33.787838,"1650 Obispo Ave","","Long Beach","CA","90804","1732","LOS ANGELES" 
"Novy Ranch Market 1",-117.86106,33.748028,"701 E 4th St","","Santa Ana","CA","92701","4707","ORANGE" 
"7-Eleven 27478C",-118.87501,34.27887,"530 E Los Angeles","Ste 1A","Moorpark","CA","93021","","VENTURA" 
"7 Eleven 26190C",-117.36243,33.175449,"1749 S Coast Hwy","","Oceanside","CA","92054","5319","SAN DIEGO" 
"Ocean Liquor Mart",-118.27979,33.744537,"233 N Harbor Blvd","Ste A","San Pedro","CA","90731","2209","LOS ANGELES" 
"99 Cents Plus Mini Market",-119.17842,34.210651,"902 N A St","","Oxnard","CA","93030","4312","VENTURA" 
"Firebaugh Supermarket",-120.45696,36.857841,"1125 N St","","Firebaugh","CA","93622","2218","FRESNO" 
"Circle K 2655211",-117.97421,34.092075,"13750 Los Angeles St","","Baldwin Park","CA","91706","2352","LOS ANGELES" 
"Charter Way Chevron",-121.29411,37.937393,"508 W Charter Way","","Stockton","CA","95206","1701","SAN JOAQUIN" 
"Papa Murphy 269",-120.43586,34.918407,"2316 S Broadway","","Santa Maria","CA","93454","7816","SANTA BARBARA" 
"Desert Food Mart",-116.50134,33.950134,"13525 Palm Dr","Ste 4","Desert Hot Springs","CA","92240","5982","RIVERSIDE" 
"7-Eleven 20295D",-118.00768,34.151215,"400 W Foothill Blvd","","Monrovia","CA","91016","2026","LOS ANGELES" 
"Gur Mini Mart",-117.30125,34.546406,"16251 N D St","","Victorville","CA","92394","1461","SAN BERNARDINO" 
"BR's Foodmart",-119.02332,36.065319,"284 W Olive Ave","","Porterville","CA","93257","3447","TULARE" 
"C & C Liquor Inc",-117.52383,33.876225,"13672 Magnolia Ave","Ste A","Corona","CA","92879","5006","RIVERSIDE" 
"Circle K 2708544",-117.90378,33.656017,"2346 Newport Blvd","Ste A1","Costa Mesa","CA","92627","1594","ORANGE" 
"76 Express Tiger No. 1",-121.281,37.896877,"5777 French Camp Rd","","Stockton","CA","95206","4009","SAN JOAQUIN" 
"Douglas Shell",-121.27889,38.743954,"1000 Douglas Blvd","","Roseville","CA","95678","2714","PLACER" 
"John's Service Station/C Store 82349",-118.23027,33.981312,"6400 Santa Fe Ave","","Huntington Park","CA","90255","3808","LOS ANGELES" 
"Nickey's Liquor",-117.92304,33.77446,"12011 Garden Grove Blvd","","Garden Grove","CA","92843","1602","ORANGE" 
"Hanks",-122.10992,37.676441,"19989 Meekland Ave","","Hayward","CA","94541","1963","ALAMEDA" 
"Ap Liquor",-120.86257,37.760014,"1405 W F St","Ste D","Oakdale","CA","95361","3573","STANISLAUS" 
"Rapido Long Beach Market Inc",-118.20385,33.878082,"6820 Long Beach Blvd","","Long Beach","CA","90805","1134","LOS ANGELES" 
"Kwik Stop Liquor",-118.56202,34.20118,"19663 Sherman Way","","Reseda","CA","91335","3498","LOS ANGELES" 
"Lucky Liquor Store",-117.98262,33.940231,"16310 Whittier Blvd","Ste A","Whittier","CA","90603","2907","LOS ANGELES" 
"Las Aguilas Bakery",-118.0592,33.902229,"12834 Rosecrans Ave","","Norwalk","CA","90650","4416","LOS ANGELES" 
"Royal Food",-119.70907,36.313705,"10990 14th Ave","","Armona","CA","93222","","KERN" 
"Ricci's Market",-122.408,37.752907,"2790 24th St","","San Francisco","CA","94110","4263","SAN FRANCISCO" 
"CVS Pharmacy 4675",-122.49245,37.782059,"377 32nd Ave","","San Francisco","CA","94121","1738","SAN FRANCISCO" 
"Valley Market",-121.87898,38.024189,"525 E 12th St","","Pittsburg","CA","94565","2605","CONTRA COSTA" 
"Junior Market",-118.28362,34.065094,"520 S Occidental Blvd","","Los Angeles","CA","90057","1502","LOS ANGELES" 
"El Charrito Market",-118.26258,34.025314,"501 E 23rd St","","Los Angeles","CA","90011","1022","LOS ANGELES" 
"Mi Rancho Tortilleria",-117.0858,33.118305,"426 W 2nd Ave","Ste E","Escondido","CA","92025","4149","SAN DIEGO" 
"Sprouts Farmers Market 261",-118.19846,34.203541,"920 Foothill Blvd","","La Canada Flintridge","CA","91011","3338","LOS ANGELES" 
"Bridge Street Grocery & Liquor",-121.74742,36.911556,"338 E Riverside Dr","","Watsonville","CA","95076","5055","SANTA CRUZ" 
"Harvest Hills Market",-122.41357,37.746716,"3216 Folsom St","","San Francisco","CA","94110","5209","SAN FRANCISCO" 
"7 Eleven 21804F",-117.09993,33.159054,"555 W Country Club Ln","Ste A","Escondido","CA","92026","1226","SAN DIEGO" 
"Mercadito Don Joses 2",-121.25996,37.955223,"2196 E Main St","","Stockton","CA","95205","5668","SAN JOAQUIN" 
"Kmart 3076",-117.01271,32.71347,"935 Sweetwater Rd","","Spring Valley","CA","91977","4899","SAN DIEGO" 
"Sun's Market",-122.38871,37.599545,"131 El Camino Real","","Millbrae","CA","94030","2605","SAN MATEO" 
"7-Eleven 16483A",-117.63163,33.432701,"1802 N El Camino Real","","San Clemente","CA","92672","4967","ORANGE" 
"Somerville Country Market",-117.15129,33.413895,"5113 5th St","","Fallbrook","CA","92028","9795","SAN DIEGO" 
"Spring Liquor",-116.97268,32.743118,"3509 Sweetwater Springs Blvd","Ste 4","Spring Valley","CA","91978","1064","SAN DIEGO" 
"La Favorita Market 4",-120.4577,34.648918,"720 N H St","","Lompoc","CA","93436","4521","SANTA BARBARA" 
"Midge's Calva Dairy",-118.02193,33.817238,"6297 Ball Rd","","Cypress","CA","90630","4078","ORANGE" 
"Country Store Liquor",-118.12558,34.055439,"550 S Garfield Ave","","Monterey Park","CA","91754","3331","LOS ANGELES" 
"Fire Mountain Market",-117.35352,33.195152,"1991 Oceanside Blvd","","Oceanside","CA","92054","4490","SAN DIEGO" 
"Northgate Market 36",-117.07894,32.748592,"5403 University Ave","","San Diego","CA","92105","2304","SAN DIEGO" 
"Todo Fresco Market, Inc.",-116.16605,33.67086,"52051 Us Highway 111","","Coachella","CA","92236","2633","RIVERSIDE" 
"LUCKY LIQUOR",-117.67204,34.088818,"1277 W 7th St","","Upland","CA","91786","7069","SAN BERNARDINO" 
"Lundy Liquor Inc",-121.87272,37.373585,"964 Lundy Ave","","San Jose","CA","95133","1514","SANTA CLARA" 
"M & C Liquor",-117.18238,34.076092,"1560 Orange St","","Redlands","CA","92374","2205","SAN BERNARDINO" 
"Walgreens 11365",-122.25031,38.165382,"210 American Canyon Rd","","American Canyon","CA","94503","3004","NAPA" 
"Santa Monica Grocery Meat Market",-118.30758,34.090767,"4621 St Monica Blvd","","Los Angeles","CA","90029","","LOS ANGELES" 
"99 Cents Only Store 334",-117.15065,33.531757,"40355 Winchester Rd","","Temecula","CA","92591","5520","RIVERSIDE" 
"99 Cents Only Store 338",-116.38801,33.796154,"34660 Monterey Ave","","Palm Desert","CA","92211","6010","RIVERSIDE" 
"Peewees Market",-117.87958,33.856888,"703 W la Jolla St","","Placentia","CA","92870","7016","ORANGE" 
"Clements Country Market",-121.08627,38.191265,"18830 E Hwy 88","","Clements","CA","95227","","SAN JOAQUIN" 
"P & A Food And Liquor",-121.30343,38.590687,"10152 Coloma Rd","","Rancho Cordova","CA","95670","4602","SACRAMENTO" 
"Babys Nutrition Inc 3",-120.43571,34.967457,"1543 S Broadway S","","Santa Maria","CA","93454","","SANTA BARBARA" 
"Daves Liquor",-122.27688,37.771572,"1401 Webster St","","Alameda","CA","94501","3824","ALAMEDA" 
"Babys Nutrition Inc 4",-120.45383,34.948551,"425 S Blosser Rd","","Santa Maria","CA","93458","4996","SANTA BARBARA" 
"Sprouts Farmers Market 223",-118.5235,34.266731,"10821 Zelzah Ave","","Granada Hills","CA","91344","4433","LOS ANGELES" 
"Quick Shop N Go",-121.03138,37.673706,"2013 Prescott Rd","","Modesto","CA","95350","2545","STANISLAUS" 
"Jerrys Liquor Market",-118.29158,34.00565,"4279 S Vermont Ave","","Los Angeles","CA","90037","2463","LOS ANGELES" 
"La Cachanilla 3",-117.9076,34.127892,"345 N Azusa Ave","","Azusa","CA","91702","3440","LOS ANGELES" 
"Smart Mart",-121.29296,38.636211,"8990 Fair Oaks Blvd","","Carmichael","CA","95608","2650","SACRAMENTO" 
"Quik Stop Market 9041",-121.78108,36.940094,"2140 Freedom Blvd","","Freedom","CA","95019","2741","SANTA CRUZ" 
"Express Fuel",-117.08464,32.704643,"5109 Imperial Ave","","San Diego","CA","92114","3615","SAN DIEGO" 
"Arco AM PM 5731",-121.54782,38.591644,"805 Reed Ave","","West Sacramento","CA","95605","","YOLO" 
"7-Eleven 26701C",-118.8415,35.209148,"1540 Bear Mountain Blvd","","Arvin","CA","93203","1234","KERN" 
"Walmart SuperCenter 5930",-117.9185,33.859482,"88 E Orangethorpe Ave","","Anaheim","CA","92801","1206","ORANGE" 
"Arco AMPM",-117.33478,34.162086,"3890 N University Pkwy","","San Bernardino","CA","92407","","SAN BERNARDINO" 
"Moreno Valley Circle K",-117.27077,33.91016,"22470 Cactus Ave","","Moreno Valley","CA","92553","9110","RIVERSIDE" 
"Hunnys Ice Cream & Market",-117.52225,33.835567,"19579 Temescal canyon Rd","","Corona","CA","92881","","RIVERSIDE" 
"Plaza Liquor",-117.48118,33.998158,"9121 Jurupa Rd","","Riverside","CA","92509","3117","RIVERSIDE" 
"Holiday House Liquor",-117.03731,32.660034,"4206 Bonita Rd","","Bonita","CA","91902","1419","SAN DIEGO" 
"Cherokee Market",-117.11415,32.761059,"4600 Cherokee Ave","","San Diego","CA","92116","3647","SAN DIEGO" 
"La Bodeguita Mini Market",-118.14767,34.165359,"1135 N Summit Ave","","Pasadena","CA","91103","2655","LOS ANGELES" 
"7-Eleven 20396G",-118.28936,34.055946,"2801 James M Wood Blvd","","Los Angeles","CA","90006","1781","LOS ANGELES" 
"Mission Hills Market Inc",-118.46654,34.264523,"15340 Chatsworth St","","Mission Hills","CA","91345","2041","LOS ANGELES" 
"Tic Tac Market",-117.90425,33.84309,"500 N East St","","Anaheim","CA","92805","2129","ORANGE" 
"Golden Natural Foods, Inc.",-122.42913,37.768822,"130 Church St","","San Francisco","CA","94114","1111","SAN FRANCISCO" 
"Adels Mini Mart",-120.48768,37.283382,"331 S State Highway 59","","Merced","CA","95341","6921","MERCED" 
"Walgreens 13597",-121.50399,38.481228,"1420 Meadowview Rd","","Sacramento","CA","95832","1008","SACRAMENTO" 
"Jamacha Liquor Market",-116.92793,32.768272,"1530 Jamacha Rd","Ste O","El Cajon","CA","92019","3757","SAN DIEGO" 
"Sunshine Market",-116.63095,33.518509,"41560 Terwilliger Rd","Spc 19","Anza","CA","92539","9661","RIVERSIDE" 
"Just 99 Cent Bargain 3",-117.30627,34.047245,"1250 E Washington St","","Colton","CA","92324","6434","SAN BERNARDINO" 
"Primetime 546",-119.77199,36.735802,"3122 E Ventura Ave","","Fresno","CA","93702","3242","FRESNO" 
"Primetime 552",-120.93871,37.610832,"1396 Mitchell Rd","","Modesto","CA","95351","4920","STANISLAUS" 
"Primetime 554",-120.06014,36.724709,"692 S Madera Ave","","Kerman","CA","93630","1737","FRESNO" 
"Primetime 555",-120.06024,36.961452,"329 E Yosemite Ave","","Madera","CA","93637","","MADERA" 
"Primetime 557",-119.76332,36.728603,"3604 E Butler Ave","Ste 102","Fresno","CA","93702","4353","FRESNO" 
"Primetime 558",-119.78883,36.837639,"64 E Herndon Ave","","Fresno","CA","93720","2912","FRESNO" 
"Primetime 559",-119.84428,36.77335,"2478 N Marks Ave","#A","Fresno","CA","93722","5216","FRESNO" 
"Primetime 561",-121.13218,37.471027,"25 N El Circulo Ave","","Patterson","CA","95363","2535","STANISLAUS" 
"Arco Ampm 83286",-118.18503,34.033283,"3834 E 3rd St","","Los Angeles","CA","90063","2404","LOS ANGELES" 
"Super Market & Liquor",-118.29463,34.090832,"4820 Santa Monica Blvd","","Los Angeles","CA","90029","2618","LOS ANGELES" 
"Imperial Liquor Land",-118.29198,33.930958,"11401 S Vermont Ave","","Los Angeles","CA","90044","6519","LOS ANGELES" 
"Boss Market",-122.24803,38.14463,"340 Mini Dr","","Vallejo","CA","94589","1733","SOLANO" 
"Lion Foods Llc",-121.81143,37.32325,"2217 Quimby Rd","","San Jose","CA","95122","1335","SANTA CLARA" 
"Quick N Easy",-121.56959,37.022015,"8429 Murray Ave","","Gilroy","CA","95020","3611","SANTA CLARA" 
"7-eleven Store 34977A",-122.40905,37.789116,"527 Sutter St","","San Francisco","CA","94102","1101","SAN FRANCISCO" 
"Lucky 7 King, Inc. 3",-121.84859,37.345638,"398 S King Rd","","San Jose","CA","95116","3465","SANTA CLARA" 
"Discount Cigarettes And Cigars",-121.44883,38.474403,"4587 Mack Rd","","Sacramento","CA","95823","4532","SACRAMENTO" 
"Golden Hill Liquor",-117.13424,32.717915,"2795 B St","","San Diego","CA","92102","1023","SAN DIEGO" 
"New Image Market",-118.24242,34.037716,"1123 E 7th St","","Los Angeles","CA","90021","1503","LOS ANGELES" 
"Omega Handy Market",-119.00024,36.058422,"769 E Date Ave","","Porterville","CA","93257","5003","TULARE" 
"Little Kids Nutrition",-117.2448,33.2132,"1021 N Santa Fe Ave","Ste B","Vista","CA","92084","4302","SAN DIEGO" 
"Todos Market",-118.30591,34.032673,"1890 W Adams Blvd","","Los Angeles","CA","90018","2712","LOS ANGELES" 
"H & H Liquor Store",-117.86066,34.128635,"360 E Route 66","","Glendora","CA","91740","6243","LOS ANGELES" 
"Andy's Liquor",-122.48167,38.314083,"18002-04 Boyes Hot Spring","","Boyes Hot Spring","CA","95416","","SONOMA" 
"The Short Stop Market",-120.4205,34.967667,"1001 E Donovan Rd","","Santa Maria","CA","93454","2426","SANTA BARBARA" 
"Red Bluff Certified Farmer's Market",-122.22963,40.17144,"100 S Main St","","Red Bluff","CA","96080","3822","TEHAMA" 
"Lucas Bakery",-118.19455,33.97887,"4059 Gage Ave","","Bell","CA","90201","1145","LOS ANGELES" 
"7-Eleven 34629A",-121.327,38.705524,"5820 Antelope Rd","","Sacramento","CA","95842","","SACRAMENTO" 
"Florence Chevron",-118.28148,33.974625,"428 W Florence Ave","","Los Angeles","CA","90003","1723","LOS ANGELES" 
"Maguey Liquor",-120.44059,34.953152,"400 W Main St","Ste C","Santa Maria","CA","93458","5818","SANTA BARBARA" 
"Country Market",-119.7992,36.692245,"373 W North Ave","","Fresno","CA","93706","5522","FRESNO" 
"Lola's Market 4",-122.30931,38.287807,"2750 Old Sonoma Rd","","Napa","CA","94558","5916","NAPA" 
"Sandpiper Liquor",-119.60125,34.421719,"2262 Ortega Hill Rd","","Summerland","CA","93067","","SANTA BARBARA" 
"Laguna Farmers' Market Farmers Ebt Association",-121.40639,38.421646,"Laguna & Bighorn Boulevard","","Elk Grove","CA","95758","8200","SACRAMENTO" 
"La Colonial Market",-118.28365,33.73484,"1013 S Centre St","","San Pedro","CA","90731","4217","LOS ANGELES" 
"Corner Store Liquor 2",-118.21,34.066013,"3000 N Main St","","Los Angeles","CA","90031","3433","LOS ANGELES" 
"Lake Shore Produce",-122.24412,37.810711,"3312 Lakeshore Ave","","Oakland","CA","94610","2306","ALAMEDA" 
"La Bodega Latina",-117.35592,34.070518,"1763 W Valley Blvd","","Colton","CA","92324","1816","SAN BERNARDINO" 
"Stonewall Liquor",-117.87246,34.0952,"4550 N Grand Ave","","Covina","CA","91724","2464","LOS ANGELES" 
"89 Cent Discount More & More",-118.20948,34.047546,"2222 E Cesar E Chavez Ave","","Los Angeles","CA","90033","1825","LOS ANGELES" 
"HS Market South Liquor",-118.18627,33.860046,"494 E South St","","Long Beach","CA","90805","4636","LOS ANGELES" 
"Jolly Jug",-117.81338,33.735481,"13838 Red Hill Ave","","Tustin","CA","92780","4637","ORANGE" 
"A & J Wine & Spirits",-117.88176,34.09079,"471 E San Bernardino Rd","","Covina","CA","91723","1705","LOS ANGELES" 
"7-eleven Store 22498e",-122.43835,37.660965,"1136 Mission Rd","","South San Francisco","CA","94080","1301","SAN MATEO" 
"Deans Produce",-122.39347,37.602219,"451 Broadway","","Millbrae","CA","94030","1905","SAN MATEO" 
"T & T Food Mart 1",-121.00138,37.637943,"719 I St","","Modesto","CA","95354","2227","STANISLAUS" 
"Aero Liquor and Jr Market",-118.33943,34.178326,"2527 W Burbank Blvd","","Burbank","CA","91505","2302","LOS ANGELES" 
"Valley Springs Dollar Plus",-120.82964,38.190853,"54 California St","","Valley Springs","CA","95252","8702","CALAVERAS" 
"CVS Pharmacy 8913",-119.10928,35.383556,"9628 Rosedale Hwy","","Bakersfield","CA","93311","","KERN" 
"Walgreens 10881",-121.03403,39.235195,"880 Sutton Way","","Grass Valley","CA","95945","5167","NEVADA" 
"Walgreens 13657",-117.55737,33.975101,"12574 Limonite Ave","","Mira Loma","CA","91752","3684","RIVERSIDE" 
"Pioneer Chevron",-118.08244,33.878368,"16725 Pioneer Blvd","","Artesia","CA","90701","1717","LOS ANGELES" 
"7-Eleven Store 39270B",-117.993,33.780369,"12505 Beach Blvd","Ste A1","Stanton","CA","90680","","ORANGE" 
"Arteagas Food Center",-121.26924,38.132774,"200 E Oak St","","Lodi","CA","95240","2916","SAN JOAQUIN" 
"Trinity Adventure Park",-123.21156,40.741596,"31030 Hwy 299","","Junction City","CA","96048","","TRINITY" 
"Sams Best Food Market",-122.00557,37.557541,"37436 Fremont Blvd","","Fremont","CA","94536","3705","ALAMEDA" 
"Dollar Tree 4681",-121.81955,37.326813,"2155 Tully Rd","","San Jose","CA","95122","1346","SANTA CLARA" 
"Dollar Tree 4711",-118.33056,33.99062,"5710 Crenshaw Blvd","","Los Angeles","CA","90043","2410","LOS ANGELES" 
"Dollar Tree 4726",-121.41544,38.59967,"1895 Howe Ave","","Sacramento","CA","95825","1025","SACRAMENTO" 
"Dollar Tree 4714",-117.86767,33.739841,"631 S Main St","Ste A","Santa Ana","CA","92701","5715","ORANGE" 
